"benjamin","hsiao","31960","7103170691","3"
"benjamin","jaye","30184","54912666600","1"
"benjamin","surpless","11549","6505818450","1"
"benjamin","van mooy","11729","6602420733","2"
"bentuo","zheng","12609","15077562900","1"
"bernard","whiting","2816","35228235200","4"
"bert","holmes","16106","7402013152","3"
"betsy","sinclair","39786","24469040900","1"
"bing","zhang","2133","47861525100","4"
"blake","meyers","18763","56858238200","1"
"boyce","griffith","39886","7202111966","5"
"brad","johnson","13768","55474581800","1"
"bradley","nilsson","10863","7402003588","1"
"brant","faircloth","9722","8437891300","4"
"brenda","bowen","19781","8550801500","1"
"brendan","higgins","36265","55044928200","3"
"brent","doiron","8487","7003284179","2"
"brent","helliker","17501","6602074169","6"
"brent","waters","1731","56187888100","19"
"brett","bode","17152","7005782009","3"
"brett","criswell","4081","16678236500","4"
"brian","applegate","5133","7004428992","1"
"brian","demsky","15028","6507879885","2"
"brian","demsky","16018","6507879885","1"
"brian","dreyer","28509","14017575900","3"
"brian","gregory","4950","8973926400","4"
"brian","monteleone","19719","15925975600","5"
"brian","moore","29026","7402319978","1"
"brian","patterson","13539","55613233573","1"
"brian","sidlauskas","19575","8313038400","7"
"brian","welsch","24186","22837020800","5"
"bruce","baldwin","28591","57167181700","1"
"bruce","brownawell","24364","7004447125","1"
"bruce","garetz","41255","7004765399","5"
"bruce","hrivnak","3040","35613962100","5"
"bruce","hungate","1621","7003965032","20"
"bruce","watson","1588","7203065416","19"
"bryan","foster","3469","7202824355","9"
"bryan","shaw","28123","7202493250","1"
"bryan","vogt","12145","7103176787","2"
"candace","haigler","3720","6701609232","8"
"candace","sidner","3114","6603662597","6"
"carl","boehlert","40282","7004579963","1"
"carlo","carraro","13718","22960047900","2"
"carlo","piermarocchi","31707","7004112373","1"
"carlton","morris","17248","7401472592","1"
"caroline","taylor","26366","55700952000","1"
"carolyn","weber","17387","7402377730","1"
"casey","diekman","32549","27667454100","3"
"catherine","lipe","28886","55336759700","1"
"cathy","collins","29463","34067518400","2"
"cesar","lozano","25847","37665444700","1"
"chad","dorsey","1082","55800585300","5"
"changsheng","chen","39692","35298445100","9"
"charlene","d'avanzo","450","6603989748","2"
"charles","anderson","36835","7404306638","4"
"charles","driscoll","7637","7202046491","4"
"charles","langmuir","1593","7004465618","12"
"charles","nilon","4526","6507940185","1"
"charles","ofria","1427","8110205600","3"
"charles","steinfield","34225","6701637589","8"
"chelse","prather","39405","35068457600","2"
"cheng","dong","24954","54885021600","1"
"chris","hammel","33910","7006189502","2"
"chris","nice","4706","7004820482","2"
"christiaan","paredis","4201","35577162900","1"
"christina","collison","17881","8529356200","1"
"christina","fragouli","24140","6601957565","6"
"christina","nicholas","26401","56262034400","1"
"christine","lotter","36557","15064462200","3"
"christopher","edwards","2222","55467874000","12"
"christopher","higgins","25684","8629429300","3"
"christopher","jaroniec","17672","6602606346","3"
"christopher","johnson","40463","55613232088","3"
"christopher","roland","10791","55168264400","1"
"christopher","ruhland","19257","6602114338","1"
"christopher","taylor","12974","55574187464","1"
"claire","kenyon-mathieu","2315","23397409800","3"
"claire","tomlin","17174","7005284849","7"
"claire","tomlin","9764","7005284849","2"
"clare","mccabe","20333","7101648683","2"
"clark","alexander","23607","7202287147","1"
"clayton","scott","1773","7403429712","4"
"clifford","brangwynne","18772","8685632100","5"
"clinton","dawson","14881","47961038600","1"
"colin","orians","19361","7003982020","7"
"constantinos","daskalakis","1878","14048037300","6"
"corine","vriesendorp","28561","20735564600","4"
"corrie","moreau","40927","15035968100","7"
"courtney","robinson","36533","24473498300","1"
"craig","bina","41466","56670413700","1"
"craig","marshall","4874","7201903447","2"
"craig","tovey","25557","7004093373","2"
"cynthia","beall","11562","7005863034","6"
"cynthia","burrows","11425","7202089008","1"
"cynthia","winston","13313","8278420500","3"
"daan","liang","29870","36179988500","2"
"dan","ciubotaru","21236","24461349800","2"
"dan","knopf","10829","7004862278","1"
"daniel","benjamin","39701","56463514300","1"
"daniel","blankschtein","9500","7006497695","2"
"daniel","bubb","21020","7004709805","1"
"daniel","gage","9762","7006761268","1"
"daniel","hannon","8233","24824492700","2"
"daniel","kliebenstein","26160","6602082706","5"
"daniel","phillips","7279","7404519273","1"
"daniel","pisano","22615","7004347500","1"
"daniel","reed","16544","7402980307","18"
"daniel","richter","25143","7402186019","2"
"dante","fratta","11865","14059781500","1"
"daria","kotys-schwartz","28825","23094033800","2"
"darin","penneys","10570","6506279181","2"
"darla","munroe","3053","56234080100","5"
"dasan","thamattoor","21024","6603584978","1"
"davi","geiger","34160","7101746202","3"
"david","ainley","1538","7003309400","8"
"david","battisti","26517","7003971889","5"
"david","berkowitz","14612","7102422909","1"
"david","brookshire","4230","7004450993","2"
"david","case","8766","7102943261","2"
"david","eisenbud","41009","7003276193","6"
"david","galipeau","34941","6603709483","5"
"david","gracias","20494","6701384299","1"
"david","griffith","11963","7201961292","2"
"david","hicks","23765","7201513838","2"
"david","hysell","35631","7004264630","13"
"david","jeruzalmi","24938","6603606613","1"
"david","johnston","15691","55596272200","22"
"david","kaeli","25952","7003340827","5"
"david","katerndahl","19889","7007021885","1"
"david","kristovich","19735","7003639256","11"
"david","lifka","1005","7801383113","7"
"david","lipson","11567","12243071200","9"
"david","merritt","14254","7102927207","11"
"david","moeller","19106","7102660689","4"
"david","mozurkewich","22757","7003488726","3"
"david","okaya","14687","6701717050","4"
"david","pan","4446","55667419900","2"
"david","peate","4655","6603662943","2"
"david","pepperberg","1417","7005532022","2"
"david","pine","1275","7102750316","2"
"david","siegel","11754","56542640600","5"
"david","snow","35576","7103259217","3"
"david","spergel","22902","7007108870","10"
"david","warren","2323","7202133818","6"
"david","willis","735","7202856138","2"
"david","yao","40235","36560814200","1"
"davood","askari","16125","9133521700","4"
"dawei","chen","29646","55724985000","1"
"deborah","boisvert","26190","8716417100","1"
"deborah","gordon","42100","55694553300","1"
"deborah","thomas","9324","14021803000","10"
"deepa","kundur","3817","7003869925","1"
"demetrius","venable","17099","35762232300","3"
"demosthenis","teneketzis","17150","7005870931","5"
"dennis","shasha","26200","7005430203","3"
"derek","sonderegger","19881","26636000200","2"
"deron","burkepile","22855","8771715800","7"
"devavrat","shah","3863","7402371516","4"
"diana","huffaker","22491","7004922947","5"
"diana","huffaker","23272","7004922947","2"
"diana","nemergut","19632","6507086752","11"
"diane","ullman","26168","56603872900","1"
"diane","wiernasz","10703","6603554101","10"
"dianne","newman","33431","57192958730","1"
"dimitris","lagoudas","21063","7006207246","1"
"dina","katabi","26764","6507046077","3"
"dinesh","pai","40","7102473274","3"
"don","liu","23768","55717309300","3"
"donald","adjeroh","16971","6701456737","2"
"donald","johnson","40473","7406821352","1"
"donatella","zona","13173","6505917916","5"
"douglas","cameron","11579","7201981813","1"
"douglas","capone","26464","55398687800","6"
"douglas","kennett","26050","35571732400","8"
"douglas","soltis","37019","57190294340","3"
"downey","brill","6316","7006038019","2"
"duncan","steel","32695","7101949419","1"
"eduardo","mucciolo","30708","6701495221","1"
"edward","cook","30883","7202259586","19"
"edward","knightly","8888","7004150113","5"
"edward","lazowska","3368","24802384500","5"
"edward","lazowska","9748","24802384500","5"
"edward","mansell","29540","6603381720","17"
"edward","van keuren","34952","7003270782","4"
"efi","foufoula-georgiou","18133","7006621313","15"
"elaine","craft","6692","6701686566","4"
"elaine","seaver","11830","6603672265","2"
"elfi","kraka","11403","7004130406","2"
"elham","fini","17138","36011447000","5"
"elias","stefanakos","26749","35566011200","2"
"elizabeth","crockett","4411","7003484346","2"
"elizabeth","harvey","39710","36774504400","1"
"elizabeth","hawthorne","17470","6602198173","7"
"elizabeth","meckes","22410","22941177800","1"
"elizabeth","pinel","10864","6603361589","2"
"elizaveta","levina","7015","23110994000","3"
"elke","rundensteiner","21759","7005195084","3"
"ellen","cohn","3747","7005443374","2"
"ellen","holman","41216","7006388053","1"
"ellen","simms","39460","7005677271","7"
"elliott","horch","34944","7004155556","5"
"elsa","reichmanis","41381","7005341323","3"
"elva","jones","5551","27867820900","2"
"emanuele","ziaco","41024","51865174400","1"
"emi","ito","26046","7202045205","4"
"emily","stanley","36677","7103284815","9"
"emily","weinert","28106","6602872111","2"
"emma","rosi-marshall","8274","6505822000","10"
"enrico","landi","19186","7006768844","9"
"enrico","pontelli","4343","7004203882","1"
"eran","halperin","14991","7102222170","2"
"erez","zadok","41982","9735929500","1"
"erhard","neher","26917","7103165963","1"
"eric","adelberger","21846","7004160701","4"
"eric","baer","8608","7101818105","4"
"eric","bruning","28128","8916335600","14"
"eric","jackson","41620","26643478100","2"
"eric","perreault","1249","7004209750","6"
"eric","triplett","12371","7006015788","1"
"eric","vanden-eijnden","7641","55664338700","4"
"eric","weber","18044","56447175300","4"
"erich","fisher","40977","8570547400","1"
"erik","deumens","16138","6701581949","1"
"erin","bell","35103","9040150900","1"
"erin","dolan","42175","7004025027","7"
"erin","furtak","1803","13605112700","4"
"erle","ellis","8808","7201898915","2"
"esther","obonyo","24183","24367236800","1"
"eugene","chiang","32386","35242115000","10"
"evan","economo","10509","8333319500","4"
"eve","brank","18635","6507099839","2"
"feng","wang","30676","7701336117","8"
"feng","zhang","41291","9278939900","4"
"fengfeng","ke","23725","23469705400","2"
"frances","ross","22738","7202838721","4"
"frances","williams","27064","8300078900","4"
"frank","almeda","300","7004941517","7"
"frank","bates","6727","7103233705","5"
"frank","feltus","37079","6602898583","5"
"frank","mueller","24845","7202423683","2"
"franklin","tao","40194","36703674700","1"
"fred","chang","17788","7403649128","3"
"gail","mackin","11609","8983852900","1"
"gang","bao","36595","36083887800","11"
"gary","holness","17527","22835196300","1"
"gaurav","sharma","17209","7202756906","5"
"georg","hoffstaetter","33174","6603348160","5"
"georg","jander","26177","6603037135","6"
"george","bennett","20141","7401434168","1"
"george","kesidis","15976","7003540724","9"
"george","lusztig","21362","7006533300","3"
"georgios","anagnostopoulos","12634","7006582804","1"
"gerard","van belle","22757","7005477795","8"
"gerhard","klimeck","381","56250324100","1"
"giles","hooker","19342","16555012700","4"
"glen","muschio","27563","36470928500","2"
"glenn","shaw","25988","7401773666","2"
"gloria","barboza","39440","6701525125","2"
"graeme","smith","7367","55502024700","10"
"graham","wilson","22081","7404530443","12"
"gregg","musiker","10839","8286840500","4"
"gregory","kaebnick","28329","6701744354","3"
"gregory","rohrer","34898","7102792698","4"
"gregory","ruiz","35723","7101628728","6"
"gregory","rushton","4081","7003986209","4"
"gregory","waite","10812","6603631748","4"
"gregory","zelinsky","7381","6701733486","1"
"guang","cheng","33493","7401815002","1"
"guang","zhang","4629","55738917200","6"
"guoping","zhang","31222","57191582905","1"
"guoqiang","li","1251","12797223200","4"
"guy","garnett","36914","7005464009","1"
"guy","masters","41884","7007090660","1"
"gyungsu","byun","15872","9532762500","1"
"habib","ammari","15605","35309222000","3"
"haim","grebel","26830","7007052973","1"
"haiyan","hu","28981","55740746500","2"
"halvor","halvorson","40935","56501631100","2"
"hanspeter","pfister","7887","23028620700","1"
"hao","zhang","28447","35335680800","6"
"hargsoon","yoon","25934","7402990216","2"
"heath","hagy","27212","55263803800","4"
"heather","brown","20347","55456018400","1"
"heather","lynch","19099","8269620900","5"
"heather","savage","19931","55747101700","2"
"hee","oh","29832","55238447500","2"
"heejung","kim","41742","8691152600","3"
"heidi","brown","40091","25222539700","1"
"helene","finger","29031","23093650000","3"
"heng","huang","26882","7405609977","2"
"heng","huang","31282","7405609977","5"
"henrik","christensen","34779","55567693000","8"
"henry","woodcock","40576","6701826888","2"
"herbert","levine","34823","35399029700","1"
"hesham","el gamal","39350","7005365875","6"
"holly","matusovich","29661","24492167900","10"
"holly","yanco","7392","6601994484","6"
"hongbin","ma","36414","55486028800","8"
"howard","weinberg","25729","7102325563","3"
"hridesh","rajan","34425","8288073800","3"
"hridesh","rajan","600","8288073800","4"
"hsin-ying","chiu","25933","35247699300","6"
"huaiyu","dai","22257","7402206925","3"
"huaping","liu","8090","35272617500","4"
"huiming","bao","18625","7102201467","2"
"huseyin","topaloglu","35544","7005488047","2"
"ian","dworkin","1101","6508245988","9"
"ian","hiskens","37033","7006588301","2"
"igor","kamenkovich","11686","6701335510","5"
"ilya","bindeman","37819","6701722315","14"
"ilya","zaslavsky","26828","6603154592","13"
"ioannis","brilakis","3954","8837673400","8"
"ioannis","poulakakis","27854","6507463339","2"
"j.","brown","13306","7405388527","2"
"jack","baker","1705","8646972700","1"
"jagannathan","sarangapani","16154","22951746400","2"
"jaime","camelio","36033","6603341254","7"
"james","aguirre","39071","7102716701","2"
"james","allen","8920","55436591800","4"
"james","bever","31140","7003930092","12"
"james","buckwalter","5163","7103072005","1"
"james","forney","42192","7005791449","3"
"james","goodrich","17794","7102131361","1"
"james","hetrick","23637","7006295454","4"
"james","holbrook","26102","9734172400","2"
"james","kolata","2612","7004829999","5"
"james","landry","11553","7102087574","1"
"james","lerczak","11753","57103407500","9"
"james","mcclelland","33576","7103238879","1"
"james","pizzuto","34625","7006424448","1"
"james","sanchirico","32739","6603128224","3"
"james","tarr","32788","13607385500","4"
"james","widmann","4472","7004876667","7"
"jami","shah","2738","35586897800","5"
"jane","lin","14753","56839128300","1"
"jane","liu","19652","7410104114","1"
"jane","willenbring","27595","24554600700","6"
"janelle","leger","5327","15762952800","1"
"jared","males","13610","35196550700","8"
"jared","saia","23743","15122800000","1"
"jason","gurdak","23454","13410978600","3"
"jason","hein","20987","7103275287","1"
"jason","hicken","25272","22950735600","1"
"jason","prochaska","25908","7102777727","3"
"jason","rohr","17506","7006135043","1"
"jason","stalnaker","21817","6701856504","2"
"javier","diaz-montes","36877","55849692200","2"
"jay","brandes","23607","7102604122","4"
"jay","keasling","36","7005564120","2"
"jay","thelen","8926","7004028053","9"
"jayasimha","atulasimha","14815","6508238509","2"
"jeanette","norton","28494","7402442552","1"
"jeanine","cook","25961","7404184286","1"
"jed","sparks","22488","7102297580","8"
"jed","sparks","22499","7102297580","1"
"jed","sparks","22653","7102297580","1"
"jeff","tian","8907","7401636156","1"
"jeffery","dangl","19455","7006761680","2"
"jeffrey","dorale","23428","6507565261","3"
"jeffrey","feder","10456","7103319673","5"
"jeffrey","froyd","813","7004489173","3"
"jeffrey","haack","14902","55210237400","1"
"jeffrey","schertzer","35002","6602221334","2"
"jeffrey","welker","21672","7005803643","12"
"jen","bohon","19130","23768227600","1"
"jennifer","armstrong","24979","7403155308","1"
"jennifer","arrigo","10821","37036850900","14"
"jennifer","bowen","27806","7402066722","3"
"jennifer","forbey","42328","25637066500","6"
"jennifer","mankoff","15046","55912219200","17"
"jennifer","miller","2249","56120241400","1"
"jennifer","ogilvie","34897","35847049700","2"
"jennifer","schmidt","6563","55464468700","1"
"jennifer","thompson","28648","55988137200","1"
"jeremy","marzuola","23069","13402950200","11"
"jeremy","pal","5805","7004533232","6"
"jerry","mitrovica","13023","7006617790","3"
"jesse","wilkins","26297","7201997260","2"
"jessica","hunt","37619","55871897000","4"
"jeyanandh","paramesh","26763","9534692000","2"
"ji","he","9899","8095585900","18"
"jian","ren","8068","7403083565","4"
"jian","zhang","30677","7601351820","4"
"jianhua","zhu","1133","55900645700","1"
"jie","liang","33110","35215765500","4"
"jill","becker","28297","13310290100","4"
"jiming","jiang","1135","56965863000","3"
"jinbo","bi","31532","7103093322","3"
"jing","kong","3801","36969199300","1"
"jingyan","dong","9178","15924774700","1"
"joan","feigenbaum","31567","7005723089","4"
"joan","feigenbaum","31985","7005723089","10"
"joanne","hale","11604","7202307289","1"
"jodi","christiansen","6154","55189369700","9"
"joel","bandstra","12380","6701423075","1"
"joel","kingsolver","8348","7003282579","6"
"joel","rosenthal","16073","8050409500","4"
"john","armstrong","30231","7403155787","1"
"john","belote","10501","7003997444","3"
"john","birch","30278","35582546800","1"
"john","criscione","3844","6701573234","1"
"john","garcia","5691","56601757200","1"
"john","haddock","190","7006249508","1"
"john","hamilton","35114","7202618691","1"
"john","holt","4438","35591242000","5"
"john","iceland","24563","6603284747","2"
"john","jost","18285","24492154100","9"
"john","krupczak","8452","6603113329","2"
"john","marshall","4624","55194361500","9"
"john","matthews","6603","35227647200","1"
"john","mccall","28929","36144090000","4"
"john","mecikalski","20014","6701382162","5"
"john","merrill","24436","7202263481","7"
"john","merrill","36327","7202263481","4"
"john","protasiewicz","11165","7003803386","4"
"john","rayner","31649","7103257512","2"
"john","schultz","30240","7401898202","1"
"john","selker","37752","7004454874","6"
"john","stamper","33930","15758786800","3"
"john","stubbs","19854","35501681800","1"
"john","toner","9810","7007103109","7"
"john","vucetich","17900","6603837649","11"
"jon","eisenberg","30216","12807600400","3"
"jon","fukuto","10841","7004797068","3"
"jon","harrison","8543","7402743187","5"
"jonathan","barnes","38547","55190790300","1"
"jonathan","bray","20893","7102443158","15"
"jonathan","foley","3897","7402873051","1"
"jonathan","freeman","34490","7403529819","1"
"jonathan","grindlay","23151","7004492575","3"
"jonathan","heritage","3835","7004648261","3"
"jonathan","wynn","5807","7102253430","7"
"joost","van haren","28731","6602946272","4"
"joost","vlassak","30990","6701892349","3"
"jordan","karubian","40963","6602235896","1"
"jordan","satler","40891","51461978700","7"
"jorge","nocedal","14807","6603766950","4"
"jorie","clark","21679","7407827798","5"
"joseph","farmer","252","7201823749","2"
"joseph","gardella","6572","7005360598","1"
"joseph","luczkovich","34986","6701531806","3"
"joseph","pitula","4159","6506725143","1"
"joseph","resing","19910","7003363057","13"
"joshua","feinberg","27035","7102605098","9"
"joydeep","ghosh","34111","35556611300","5"
"juan pablo","canales","3054","35568760700","2"
"julia","chifman","7009","23395845300","2"
"julia","pevtsova","40826","14421523900","2"
"juliana","freire","16065","18037092200","3"
"julie","brigham-grette","13141","6701545137","5"
"julie","newman","8910","7401659783","1"
"julie","ryan","17451","7404485127","1"
"jun","li","8104","36072773100","20"
"june","ahn","19451","37070371500","1"
"june","kwak","17775","7202648392","3"
"june","nasrallah","10602","7006509912","1"
"justin","cappos","17437","13006019000","1"
"justin","cappos","27029","13006019000","5"
"justin","ries","36167","7006449529","6"
"justin","schoof","3034","8079327900","4"
"kabir","peay","18352","10739827800","2"
"kai","zeng","40480","13611234600","4"
"kai","zeng","41052","13611234600","7"
"kang","shin","12306","36079966700","7"
"kapil","dandekar","34335","7004328694","2"
"kara","hoffman","30798","35353250500","1"
"karen","browning","4817","35583838100","1"
"karen","dobkins","34445","7004112432","2"
"karen","fischer","29795","7403153903","4"
"karen","mcdonald","41524","7202491487","5"
"karen","quigley","34661","56525005700","2"
"karen","searcy","14011","6603570881","1"
"kari","veblen","19237","16064991300","6"
"karine","le roch","21238","6603577224","1"
"karl","levitt","3352","7003901188","6"
"kateryna","makova","2379","56969088300","3"
"katherine","gross","3760","7201602719","15"
"katherine","prager","25602","36819200500","3"
"kathryn","campbell-kibler","40015","25521345600","1"
"kathryn","dickson","10671","35572366200","1"
"kathryn","jablokow","20568","6602848864","6"
"katrina","edwards","16547","7402956440","8"
"katrina","edwards","454","7402956440","13"
"kay","holekamp","28265","7004002376","4"
"kazem","kazerounian","1140","35609467900","1"
"keith","hargrove","19871","23094004600","2"
"kelly","rusch","5549","7004124269","1"
"ken","paller","15924","7004121922","1"
"kenneth","brezinsky","41527","7003424887","5"
"kenneth","chiou","26075","53463085900","1"
"kenneth","dykema","12916","7004249829","6"
"kenneth","kodama","24261","7401759817","8"
"kenneth","krane","4456","6701585348","4"
"kerrie","mcdaniel","1342","7004365661","2"
"kevin","covey","38108","6602817904","1"
"kevin","gue","12639","6602427511","2"
"kevin","hamlen","5899","14022589000","3"
"kevin","mitchell","31712","7202163893","2"
"kevin","smith","285","56302256700","8"
"kim","dunbar","40589","7005249304","1"
"kim","hoke","28643","6701702944","2"
"kingshuk","ghosh","11051","12446622800","2"
"kip","hodges","2924","7006018790","1"
"kirk","anders","17980","7004401662","4"
"kirk","hazen","38511","7006682976","1"
"kristie","franz","15678","24597397300","4"
"kristin","myers","38963","13411444400","1"
"kristine","larson","38121","26643033600","11"
"kwang","oh","25955","7402728316","2"
"kyle","joyce","11741","18634291800","2"
"l","romero","30800","7202161473","3"
"lane","martin","38449","56029931700","1"
"larry","shuman","12271","7006193060","8"
"larry","smith","35042","8118895500","2"
"lars","vilhuber","9382","8390738200","3"
"latifur","khan","9140","26643247800","5"
"laura","gough","952","7006634772","9"
"laura","kramer","16346","36730462400","1"
"lawrence","buja","17626","9845516300","7"
"lawrence","murdoch","1526","7003297788","10"
"lawrence","weider","4033","7004415940","1"
"lee","hughes","19845","8395714300","3"
"leijun","li","25969","55974731900","1"
"lera","boroditsky","5390","6602659838","1"
"leroy","scott","18635","55074063500","1"
"leslie","hebb","23016","14041570700","9"
"li","zeng","20846","15119339200","2"
"lihua","wang","25910","35885958600","4"
"lilian","alessa","7646","6603254543","13"
"linda","mearns","4645","7003682143","5"
"lisa","fauci","4420","6602113613","3"
"lisa","murphy","21622","7201572530","6"
"lisa","nagaoka","39851","6507425239","1"
"lisa","ruble","16982","6508038585","1"
"magdi","azer","25325","12789902500","2"
"maggie","renken","35529","36618213400","1"
"malcolm","scully","28899","7202047903","9"
"malek","adjouadi","4343","7004124475","3"
"mamie","coats","35480","8598498300","4"
"marc","verhagen","10762","56227877200","5"
"marcus","chibucos","39606","35089869600","5"
"maria","chudnovsky","20753","20733720000","1"
"maria","gini","41931","7006205599","3"
"marie","paretti","24765","8624605500","12"
"marie christine","daniel","25930","54790501100","1"
"mario","sznaier","23620","56265946400","1"
"marjorie","brooks","20301","8563566100","1"
"mark","allman","12459","7004712107","4"
"mark","altaweel","7646","15031245100","7"
"mark","batzer","8905","7006870341","1"
"mark","brown","17389","55722067300","1"
"mark","conde","9936","7006097770","16"
"mark","evans","27444","7404539269","1"
"mark","hahn","23321","7201578361","3"
"mark","hannah","26840","36727547100","1"
"mark","johnson","29","55574223118","8"
"mark","lawley","31143","7004553529","4"
"mark","linne","40217","6505859562","2"
"mark","melton","30361","55935783200","1"
"mark","ohman","3741","7006125266","5"
"mark","popecki","39849","6602175616","5"
"mark","simons","33311","7201538879","4"
"markus","berli","24628","14826300600","1"
"marlin","bowles","28590","56694208500","3"
"marshal","hedin","28593","7003726680","5"
"martha","haynes","11886","7102301757","3"
"martin","crimp","41402","7004841971","3"
"martin","erwig","23285","7004242651","5"
"martin","snow","11935","7101948531","1"
"mary","curran","1028","8707586000","1"
"mary","gehring","38809","7004239823","7"
"mary","reid","24277","35571377900","2"
"mary alice","coffroth","22874","6604045602","3"
"mary jo","kirisits","37573","6603040442","2"
"marymegan","daly","30533","55783148800","1"
"massimo","bertino","25923","55661094700","2"
"matt","von konrat","7666","6602298358","6"
"matt","whiles","863","6701814252","1"
"matthew","baker","28934","56979442100","5"
"matthew","fisher","2587","12799863000","20"
"matthew","jewell","34928","8410331600","3"
"matthew","pritchard","7285","15623796000","3"
"matthew","reidenbach","11260","8259840600","5"
"matthew","reidenbach","17013","8259840600","2"
"matthew","rutherford","16074","7101874884","1"
"matthew","stone","40","7402473406","1"
"matthew","west","20325","36867775200","1"
"maureen","raymo","38274","7004277571","3"
"maurice","brookhart","3048","7006267192","2"
"maximilian","riesenhuber","16447","6602140289","1"
"meagan","gonneea","39696","6503966908","5"
"meghan","avolio","21275","14520933300","1"
"melanie","cooper","4378","35766303800","11"
"melchi","michel","39353","12806192200","1"
"melinda","butterworth","21251","36624840900","2"
"melissa","dancy","2600","6701795946","5"
"melissa","grunlan","40471","6507885713","1"
"merav","opher","29414","6602076239","1"
"meredith","kleykamp","15629","8651460300","2"
"meredith","nettles","23380","6701340756","11"
"michael","bailey","41274","8442510000","10"
"michael","brown","30377","55565770900","1"
"michael","cushing","31571","7007102202","3"
"michael","eracleous","14280","7006250694","22"
"michael","geller","3901","7103232530","3"
"michael","graves","34968","7102446711","1"
"michael","hagerman","16053","6701458902","7"
"michael","hanna","8415","6603617950","1"
"michael","hickerson","18887","6603267379","5"
"michael","kaplan","4395","36078615400","10"
"michael","mackay","40231","35568564700","4"
"michael","manfra","13692","7007074256","4"
"michael","mccormick","107","56929663600","9"
"michael","pemberton","242","7005321147","1"
"michael","polito","122","23493407000","4"
"michael","poulin","15760","23390095700","2"
"michael","ramsdell","35367","6508227456","1"
"michael","retelle","33380","6603321160","4"
"michael","ritzwoller","18151","7003640876","9"
